"subj" "item" "TFT" "syll_len" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "IC" "SC"
"32026" 6 21 848 3 0 20 250 1 1 4 0 3
"32027" 6 21 772 3 0 100 120 1 1 3 0 2
"32028" 6 21 0 2 1 550 1337 2 4 4 0 2
"32029" 6 21 210 2 0 5122 5122 11 17 2 0 2
"32030" 6 21 0 1 0 5500 25348 3 4 2 0 3
"32031" 6 21 204 2 0 265 273 64 162 3 1 2
"32032" 6 21 142 2 0.5 44 141 1 1 4 10 1
"32033" 6 21 162 2 0 197 7560 1 80 3 0 1
"32034" 6 21 230 1 0 1349 1349 17 80 2 1 1
"32035" 6 21 0 2 0 132 250 4 9 2 0 1
"32036" 6 21 344 3 1 5 1337 1 2 5 0 2
"32037" 6 21 254 2 0 265 273 1 NA 3 0 1
"32038" 6 21 162 2 0.5 48 1763 2 18 4 0 1
"32039" 6 21 284 3 1 1 343 1 6 7 3 0
"32040" 6 21 0 1 0 19415 18846 NA 39 1 0 0
"32041" 6 22 198 2 0 120 121 NA NA 2 0 1
"32042" 6 22 258 2 1.5 51 558 2 2 5 0 1
"32043" 6 22 204 3 0 210 1621 1 24 4 0 2
"32044" 6 22 266 2 0 265 273 8 9 3 0 1
"32045" 6 22 0 3 1 NA NA NA NA 5 5 0
"32046" 6 22 408 2 1 550 1337 NA NA 4 0 2
"32047" 6 22 0 2 0 5122 5122 11 17 2 0 2
"32048" 6 22 228 1 0 5500 25348 3 4 2 0 2
"32049" 6 22 0 2 0 265 273 64 162 3 1 1
"32050" 6 22 254 2 0.5 2830 NA 9 NA 4 0 1
"32051" 6 22 124 1 0.5 237 1763 19 NA 2 1 0
"32052" 6 22 108 2 0 53 374 2 2 3 0 0
"32053" 6 22 0 1 0 19415 18846 10 84 1 0 0
"32054" 6 23 302 4 1.5 1693 6262 NA NA 8 0 1
"32055" 6 23 164 2 0 3192 3906 874 953 3 0 0
"32056" 6 23 176 1 1 6478 25348 2473 6 2 0 1
"32057" 6 23 0 2 0 835 6262 253 71 2 0 1
"32058" 6 23 202 3 0.5 826 1621 28 144 4 0 1
"32059" 6 23 0 2 1.5 1 1 1 1 5 0 1
"32060" 6 23 514 5 1 16 21 1 1 7 1 1
"32061" 6 23 0 2 2.5 505 507 1 1 6 0 1
"32062" 6 23 260 1 0.5 18820 25348 45 64 2 0 2
"32063" 6 23 762 3 2.5 1 1 1 1 8 1 1
"32064" 6 23 1482 4 0 1 1 1 1 7 0 1
"32065" 6 23 0 1 0 968 968 1 1 1 0 2
"32066" 6 23 1192 3 1.5 5 5 1 1 6 0 1
"32067" 6 23 356 2 0 94 94 1 1 3 0 1
"32068" 6 23 410 2 0 5122 5122 5 5 2 0 2
"32069" 6 23 214 3 1 196 196 13 13 5 0 1
"32070" 6 23 0 1 0.5 18820 25348 29 33 2 0 2
"32071" 6 23 394 3 1 1 1 1 1 5 1 1
"32072" 6 23 0 1 0 8766 25348 1 NA 2 0 1
"32073" 6 23 350 5 0.5 9 9 4 NA 7 0 1
"32074" 6 23 184 2 0.5 112 3918 2 4 4 2 1
"32075" 6 23 230 3 0 88 343 6 15 5 17 0
"32076" 6 23 0 1 1 3449 14482 14 214 3 0 0
"32077" 6 23 0 1 0 19415 18846 2296 8730 1 0 0
"32078" 6 24 306 3 0 9 9 NA NA 4 0 1
"32079" 6 24 188 1 0.5 18820 25348 1 1 2 0 2
"32080" 6 24 0 2 1 45 52 16 16 4 1 1
"32081" 6 24 282 4 0.5 2 2 1 1 6 0 1
"32082" 6 24 246 2 1.5 1009 1007 1 1 4 0 1
"32083" 6 24 710 3 0 15 16 6 5 5 2 1
"32084" 6 24 362 3 1.5 805 805 1 1 5 0 1
"32085" 6 24 330 6 1.5 1 1 1 1 9 0 1
"32086" 6 24 0 1 1 3449 14482 1 1 3 2 0
"32087" 6 24 320 2 0 5122 5122 166 592 2 0 1
"32088" 6 24 648 7 1 NA NA NA NA 9 0 1
"32089" 6 24 0 1 1 12692 25348 NA NA 3 0 1
"32090" 6 24 990 4 1 198 209 6 20 6 0 1
"32091" 6 24 124 1 0.5 18820 25348 53 81 2 0 2
"32092" 6 24 394 2 0 1188 1190 757 21 3 0 1
"32093" 6 24 156 3 0.5 63 3304 1 14 4 11 0
"32094" 6 24 0 1 1 3449 14482 39 1885 3 0 0
"32095" 6 24 0 1 0 19415 18846 2296 8730 1 0 0
"32096" 6 25 262 4 1.5 1693 6262 NA NA 8 0 1
"32097" 6 25 198 3 0 816 1026 113 131 5 0 0
"32098" 6 25 168 1 1 6478 25348 655 9 2 0 1
"32099" 6 25 0 2 2.5 505 507 21 5 6 0 1
"32100" 6 25 198 1 0.5 18820 25348 45 64 2 0 2
"32101" 6 25 0 2 2 2 2 1 2 6 0 1
"32102" 6 25 822 3 1 44 57 1 1 5 2 1
"32103" 6 25 0 1 1 12692 25348 8 17 3 0 1
"32104" 6 25 404 3 1 11 15 5 4 6 1 1
"32105" 6 25 0 2 1 212 1763 3 6 4 0 1
"32106" 6 25 320 1 0.5 18820 25348 65 69 2 0 2
"32107" 6 25 164 2 0 1294 1294 861 2 3 0 1
"32108" 6 25 312 2 1 550 1337 4 6 4 0 1
"32109" 6 25 212 1 0.5 6947 12697 17 1 2 0 1
"32110" 6 25 434 3 0 9 9 1 NA 4 0 1
"32111" 6 25 0 1 0 8766 25348 1 1 2 0 1
"32112" 6 25 264 2 0 1 1 NA NA 4 0 0
"32113" 6 25 264 2 1 1306 3918 NA NA 4 13 0
"32114" 6 25 0 1 1 6478 25348 59 182 2 0 1
"32115" 6 25 500 2 1 14 14 1 NA 3 0 1
"32116" 6 25 968 3 1.5 85 85 1 1 6 0 1
"32117" 6 25 136 3 0.5 50 450 1 1 4 0 1
"32118" 6 25 252 1 0.5 18820 25348 15 15 2 0 2
"32119" 6 25 0 2 1 2612 2527 2346 1 3 0 1
"32120" 6 25 146 2 0 119 1109 1 7 2 2 0
"32121" 6 25 182 1 0.5 10733 14482 36 181 2 0 0
"32122" 6 25 0 1 0 19415 18846 6561 8730 1 0 0
"32123" 6 26 244 2 0 60 8126 NA NA 3 0 2
"32124" 6 26 384 2 0.5 1 4 NA NA 4 0 1
"32125" 6 26 248 1 0.5 6947 12697 NA NA 2 0 1
"32126" 6 26 244 2 0 331 331 56 27 2 0 1
"32127" 6 26 0 2 0.5 253 6262 1 5 3 0 1
"32128" 6 26 232 2 0.5 319 566 1 16 4 0 1
"32129" 6 26 164 2 0 1014 1015 28 35 2 0 1
"32130" 6 26 508 3 1 48 354 1 25 6 11 0
"32131" 6 26 320 2 1 1306 3918 3 3 4 0 0
"32132" 6 26 0 1 0 19415 18846 365 774 1 0 0
"32133" 6 27 494 4 1.5 1693 6262 NA NA 8 0 1
"32134" 6 27 0 2 0 3192 3906 874 953 3 0 0
"32135" 6 27 224 1 1 6478 25348 2473 6 2 0 1
"32136" 6 27 0 2 1 385 386 1 6 4 0 1
"32137" 6 27 286 1 1 12692 25348 7 NA 3 0 1
"32138" 6 27 138 1 0 1349 1349 31 14 2 0 1
"32139" 6 27 248 2 0 835 6262 34 172 2 0 1
"32140" 6 27 148 3 0.5 801 8126 5 296 4 0 2
"32141" 6 27 540 2 1 2612 2527 133 130 3 0 1
"32142" 6 27 1418 3 0.5 269 269 47 47 5 0 1
"32143" 6 27 154 2 0.5 2830 NA 26 NA 4 0 1
"32144" 6 27 242 1 0.5 793 3255 25 NA 2 15 0
"32145" 6 27 836 1 1 6478 25348 29 1 2 0 1
"32146" 6 27 434 2 0.5 102 106 1 14 4 0 1
"32147" 6 27 0 2 0 541 8126 1 1 2 0 2
"32148" 6 27 390 4 1 NA NA NA NA 8 0 1
"32149" 6 27 0 1 1 12692 25348 NA NA 3 0 1
"32150" 6 27 266 3 1.5 103 188 32 26 6 0 1
"32151" 6 27 0 1 0.5 237 1763 2 49 2 6 0
"32152" 6 27 0 1 0 19415 18846 4 219 1 0 0
"32153" 6 28 160 4 1.5 NA NA NA NA 6 0 1
"32154" 6 28 188 3 0.5 260 6262 NA NA 4 0 2
"32155" 6 28 234 4 1 NA NA NA NA 6 0 1
"32156" 6 28 230 3 0.5 2 22 NA NA 6 1 1
"32157" 6 28 538 1 0.5 18820 25348 NA 1 2 0 2
"32158" 6 28 442 2 0.5 174 173 17 2 3 0 1
"32159" 6 28 260 3 1.5 549 6262 2 3 6 0 1
"32160" 6 28 124 3 0.5 3 9 1 1 5 0 1
"32161" 6 28 320 2 0 120 234 2 1 3 12 0
"32162" 6 28 0 1 0 19415 18846 62 92 1 0 0
"32163" 6 29 278 2 0 835 6262 NA NA 2 0 1
"32164" 6 29 406 2 1 385 386 1 1 4 0 1
"32165" 6 29 180 1 0.5 7203 25348 4 NA 2 0 1
"32166" 6 29 0 1 0 1862 1863 91 59 2 0 1
"32167" 6 29 322 3 1 193 2116 1 23 5 0 1
"32168" 6 29 0 3 1 118 194 NA 8 6 0 1
"32169" 6 29 394 1 0.5 7203 25348 5 60 2 0 1
"32170" 6 29 168 3 0 221 222 32 8 3 0 1
"32171" 6 29 164 1 0 888 3255 3 3 2 15 0
"32172" 6 29 86 1 0 19415 18846 579 2058 1 0 0
"32173" 6 30 440 2 0 447 449 NA NA 2 0 2
"32174" 6 30 1598 5 1 NA NA NA NA 9 0 1
"32175" 6 30 488 1 1 12692 25348 NA NA 3 0 1
"32176" 6 30 178 4 2 6 6 1 NA 7 1 1
"32177" 6 30 0 2 0 2277 9800 1 1 2 0 1
"32178" 6 30 160 2 0.5 100 344 19 60 4 0 2
"32179" 6 30 568 3 0 9 9 1 1 4 0 1
"32180" 6 30 0 1 0.5 6947 12697 5 NA 2 0 1
"32181" 6 30 592 2 0 5 32 2 2 4 0 1
"32182" 6 30 166 2 0 177 182 4 3 3 0 1
"32183" 6 30 162 2 0 340 341 1 1 2 0 2
"32184" 6 30 464 2 0.5 138 138 3 3 3 0 2
"32185" 6 30 528 2 0 81 86 2 2 3 0 2
"32186" 6 30 834 2 0 2277 9800 6 11 2 6 2
"32187" 6 30 158 2 0 223 273 1 2 2 0 2
"32188" 6 30 184 2 0.5 83 1196 4 10 5 0 2
"32189" 6 30 0 1 0 8766 25348 21 30 2 0 2
"32190" 6 30 394 3 0 816 1026 91 1 5 14 1
"32191" 6 30 0 1 1 6478 25348 655 9 2 0 2
"32192" 6 30 322 2 0.5 253 6262 16 71 3 0 2
"32193" 6 30 438 3 1.5 16 18 1 1 6 0 2
"32194" 6 30 180 2 0.5 28 64 1 2 4 1 1
"32195" 6 30 408 2 0 1961 7560 9 24 3 0 1
"32196" 6 30 0 1 0.5 10733 14482 852 1903 2 0 1
"32197" 6 30 0 1 0 19415 18846 6561 8730 1 0 1
"32198" 6 31 128 1 0 1349 1349 NA NA 2 0 1
"32199" 6 31 678 2 1 133 566 2 7 4 0 2
"32200" 6 31 156 2 0 223 273 1 2 2 0 1
"32201" 6 31 194 1 1 12692 25348 33 27 3 0 1
"32202" 6 31 0 2 0.5 55 58 6 9 4 0 1
"32203" 6 31 0 1 0 11321 25348 3 9 2 0 2
"32204" 6 31 0 3 0 11 45 5 6 3 1 1
"32205" 6 31 614 2 0 13 19 5 3 3 10 0
"32206" 6 31 256 2 0 1045 7560 4 2 2 0 0
"32207" 6 31 0 2 0 5122 5122 25 152 2 0 1
"32208" 6 31 342 3 0.5 5 5 1 1 5 0 1
"32209" 6 31 0 2 0.5 10 89 1 NA 4 1 0
"32210" 6 31 412 2 0 960 7560 2 7 2 0 0
"32211" 6 31 142 1 0 19415 18846 268 1871 1 0 0
"32212" 6 32 330 3 0 15 15 NA NA 5 0 1
"32213" 6 32 220 1 0.5 7203 25348 2 3 2 0 1
"32214" 6 32 166 3 0.5 826 1621 18 46 4 0 2
"32215" 6 32 238 4 2 6 6 1 1 7 0 1
"32216" 6 32 0 1 0 5500 25348 1 2 2 0 2
"32217" 6 32 236 3 0 14 16 3 4 3 1 1
"32218" 6 32 166 2 1 385 386 2 2 4 0 1
"32219" 6 32 170 3 0.5 1730 9800 30 198 4 7 1
"32220" 6 32 208 2 0 352 1196 41 177 4 0 2
"32221" 6 32 676 3 0 9 9 2 1 4 1 1
"32222" 6 32 148 1 0.5 6947 12697 5 NA 2 0 1
"32223" 6 32 912 4 0 NA NA NA NA 5 0 1
"32224" 6 32 280 1 0 8766 25348 NA NA 2 0 1
"32225" 6 32 0 2 0 1 1 NA NA 2 0 1
"32226" 6 32 280 2 1 250 714 NA NA 5 0 1
"32227" 6 32 0 1 0 11321 25348 24 275 2 0 2
"32228" 6 32 332 4 2 3 35 NA NA 8 1 1
"32229" 6 32 238 1 0 8766 25348 NA 12 2 0 1
"32230" 6 32 434 4 0.5 1 1 1 NA 6 1 1
"32231" 6 32 0 2 0.5 1245 5915 1 1 3 0 1
"32232" 6 32 506 2 1 14 14 1 1 3 0 1
"32233" 6 32 210 4 2 4 4 1 1 7 0 1
"32234" 6 32 214 1 0 5500 25348 NA NA 2 0 2
"32235" 6 32 510 3 1 4 4 1 1 5 1 1
"32236" 6 32 318 3 1 88 88 1 1 5 30 0
"32237" 6 32 138 2 1 1984 9800 8 68 4 0 0
"32238" 6 32 0 1 0 19415 18846 309 1049 1 0 0
"32239" 6 33 158 2 0 1750 8126 NA NA 2 0 1
"32240" 6 33 390 3 1 4 4 1 1 5 0 1
"32241" 6 33 162 2 0.5 58 374 1 1 4 0 1
"32242" 6 33 0 2 0 352 1196 1 13 4 0 2
"32243" 6 33 330 3 0 9 9 2 1 4 1 1
"32244" 6 33 172 2 0.5 463 714 1 1 3 0 1
"32245" 6 33 250 1 0 11321 25348 60 275 2 0 2
"32246" 6 33 242 3 0 108 260 17 55 4 0 2
"32247" 6 33 0 3 0 29 57 1 NA 4 2 1
"32248" 6 33 310 1 0.5 10733 14482 3 2 2 4 0
"32249" 6 33 0 1 0 19415 18846 6561 8730 1 0 0
"32250" 6 34 246 2 0 1750 8126 NA NA 2 0 1
"32251" 6 34 316 4 1 NA NA NA NA 8 0 1
"32252" 6 34 488 5 1.5 NA NA NA NA 8 0 1
"32253" 6 34 0 1 1 12692 25348 NA NA 3 0 1
"32254" 6 34 282 2 0.5 434 5915 9 11 3 3 0
"32255" 6 34 180 1 0 19415 18846 91 886 1 0 0
"32256" 6 35 204 5 1.5 NA NA NA NA 8 0 1
"32257" 6 35 358 1 0.5 7203 25348 NA NA 2 0 1
"32258" 6 35 0 2 0 81 86 5 7 3 0 1
"32259" 6 35 0 2 0 5002 7193 16 6 2 0 1
"32260" 6 35 476 3 0 9 9 1 NA 4 0 1
"32261" 6 35 190 1 0.5 6947 12697 5 NA 2 0 1
"32262" 6 35 266 3 0 62 62 3 3 3 0 1
"32263" 6 35 196 3 0 43 44 43 43 5 0 1
"32264" 6 35 234 1 0.5 7203 25348 6 4 2 0 1
"32265" 6 35 294 2 0 62 67 3 12 3 0 1
"32266" 6 35 330 4 0 289 548 2 NA 6 2 1
"32267" 6 35 0 1 1 12692 25348 59 189 3 0 1
"32268" 6 35 456 2 0 3192 3906 223 303 3 28 0
"32269" 6 35 0 1 1 6478 25348 2473 6 2 0 1
"32270" 6 35 910 6 1.5 1 1 1 NA 12 0 1
"32271" 6 35 0 1 0.5 18820 25348 1 1 2 0 2
"32272" 6 35 280 3 0.5 21 21 1 1 5 1 1
"32273" 6 35 162 1 0 11321 25348 2 5 2 0 2
"32274" 6 35 238 3 0 182 184 108 106 3 0 1
"32275" 6 35 236 1 0.5 7203 25348 126 NA 2 0 1
"32276" 6 35 262 1 0 1862 1863 91 59 2 0 1
"32277" 6 35 164 1 1 198 558 2 6 3 0 1
"32278" 6 35 170 2 0.5 319 566 2 3 4 0 1
"32279" 6 35 172 2 0 1014 1015 28 35 2 0 1
"32280" 6 35 606 3 1 36 354 1 25 6 9 0
"32281" 6 35 108 1 1 143 14482 1 22 3 0 0
"32282" 6 35 0 1 0 19415 18846 79 8730 1 0 0
"32283" 6 36 630 5 1.5 NA NA NA NA 8 0 1
"32284" 6 36 218 1 0.5 18820 25348 NA NA 2 0 2
"32285" 6 36 404 3 2 1 1 1 1 6 0 2
"32286" 6 36 300 3 0 136 176 1 1 3 2 1
"32287" 6 36 288 1 1 12692 25348 40 39 3 0 1
"32288" 6 36 0 1 0 12 12 3 3 1 0 1
"32289" 6 36 176 1 0.5 7203 25348 NA NA 2 0 2
"32290" 6 36 406 2 0 6 6 1 NA 2 0 2
"32291" 6 36 208 3 0.5 72 72 1 1 5 1 2
"32292" 6 36 184 2 0 1014 1015 8 8 2 0 1
"32293" 6 36 0 2 0 1750 8126 12 42 2 0 1
"32294" 6 36 468 4 1 NA NA NA NA 8 0 1
"32295" 6 36 156 2 0 88 469 NA NA 3 11 0
"32296" 6 36 0 1 0 19415 18846 9 32 1 0 0
"32297" 6 37 470 4 1.5 NA NA NA NA 8 0 1
"32298" 6 37 190 1 0.5 18820 25348 NA NA 2 0 2
"32299" 6 37 0 2 0 1294 1294 861 2 3 0 1
"32300" 6 37 302 3 0 9 9 1 1 4 0 1
"32301" 6 37 172 1 0.5 6947 12697 5 NA 2 0 1
"32302" 6 37 0 3 0 816 1026 405 29 5 5 0
"32303" 6 37 240 1 1 6478 25348 655 9 2 0 1
"32304" 6 37 364 3 1.5 16 18 1 NA 6 0 1
"32305" 6 37 0 1 0.5 18820 25348 1 NA 2 0 2
"32306" 6 37 0 2 0.5 400 402 155 7 3 1 1
"32307" 6 37 316 1 1 12692 25348 169 NA 3 0 1
"32308" 6 37 166 2 0 340 341 19 NA 2 0 2
"32309" 6 37 130 3 0 89 6262 1 45 4 0 3
"32310" 6 37 142 2 0 265 273 1 10 3 0 2
"32311" 6 37 420 3 0.5 1 2 1 1 6 6 1
"32312" 6 37 336 2 0 1961 7560 1 1 3 0 1
"32313" 6 37 0 1 0 1349 1349 19 80 2 4 1
"32314" 6 37 160 2 0.5 253 6262 14 172 3 0 1
"32315" 6 37 170 2 0.5 698 1337 3 65 3 0 1
"32316" 6 37 318 2 0.5 103 103 11 NA 3 0 1
"32317" 6 37 266 2 0 1014 1015 6 6 2 0 1
"32318" 6 37 216 2 0.5 138 138 2 2 3 0 1
"32319" 6 37 144 2 0 5002 7193 2 NA 2 0 1
"32320" 6 37 238 3 0 46 56 8 NA 5 0 1
"32321" 6 37 0 2 0.5 2830 NA 4 NA 4 0 1
"32322" 6 37 208 2 0.5 434 5915 61 NA 3 23 0
"32323" 6 37 0 1 0 19415 18846 91 886 1 0 0
"32324" 6 38 246 3 2 164 164 NA NA 7 0 1
"32325" 6 38 378 2 0 835 6262 11 26 2 0 1
"32326" 6 38 160 4 0 10 390 1 20 5 0 1
"32327" 6 38 0 2 0 189 469 1 1 2 1 0
"32328" 6 38 356 2 0 848 3304 84 152 3 0 0
"32329" 6 38 162 1 0 888 3255 71 306 2 0 0
"32330" 6 38 0 1 1 6478 25348 66 1 2 3 1
"32331" 6 38 204 2 0 1750 8126 163 325 2 0 1
"32332" 6 38 356 4 1 NA NA NA NA 8 0 1
"32333" 6 38 272 3 1.5 1 1 NA NA 5 0 1
"32334" 6 38 0 1 0.5 10733 14482 1 1 2 1 0
"32335" 6 38 0 1 0 19415 18846 6561 8730 1 0 0
"32336" 6 39 570 4 1.5 NA NA NA NA 8 0 1
"32337" 6 39 0 1 1 12692 25348 NA NA 3 0 1
"32338" 6 39 264 2 0 2 2 NA NA 2 0 1
"32339" 6 39 0 2 1 250 714 NA NA 5 0 1
"32340" 6 39 0 1 0 11321 25348 24 275 2 0 2
"32341" 6 39 456 4 2 3 35 NA NA 8 1 1
"32342" 6 39 0 1 0.5 6947 12697 NA NA 2 0 1
"32343" 6 39 198 2 0 76 114 5 22 3 0 1
"32344" 6 39 226 2 1 404 1763 7 36 4 8 0
"32345" 6 39 194 1 0 1470 3255 37 64 2 0 0
"32346" 6 39 0 1 0 19415 18846 895 2058 1 0 0
"32347" 6 40 234 3 1 193 2116 NA NA 5 0 2
"32348" 6 40 176 3 0.5 55 59 1 NA 4 0 1
"32349" 6 40 0 2 0 5002 7193 8 NA 2 0 1
"32350" 6 40 222 2 1 14 14 2 NA 3 0 1
"32351" 6 40 378 2 0.5 31 31 1 1 3 0 1
"32352" 6 40 1608 3 0 1 1 1 1 5 0 1
"32353" 6 40 112 2 0 5122 5122 NA NA 2 0 2
"32354" 6 40 452 3 0.5 41 62 3 4 5 0 1
"32355" 6 40 342 3 0.5 55 59 3 3 4 0 1
"32356" 6 40 174 2 0 5002 7193 8 NA 2 0 1
"32357" 6 40 376 2 1 14 14 2 NA 3 0 1
"32358" 6 40 622 4 0.5 1 1 1 1 6 0 1
"32359" 6 40 464 3 2 1 1 1 1 8 0 1
"32360" 6 40 630 2 0.5 31 3304 1 1 4 22 0
"32361" 6 40 0 1 0 19415 18846 8 327 1 0 0
"32362" 6 41 174 3 0 9 9 NA NA 4 0 1
"32363" 6 41 210 1 0.5 6947 12697 5 NA 2 0 1
"32364" 6 41 0 3 0 816 1026 405 29 5 0 0
"32365" 6 41 0 1 1 6478 25348 655 9 2 0 1
"32366" 6 41 186 3 0 6 6 NA 6 4 0 1
"32367" 6 41 530 1 0.5 18820 25348 NA NA 2 0 2
"32368" 6 41 0 2 0 118 118 40 4 3 0 1
"32369" 6 41 260 2 0 5002 7193 112 3 2 0 1
"32370" 6 41 218 2 0.5 253 6262 9 111 3 0 1
"32371" 6 41 0 2 0 87 88 3 7 2 0 1
"32372" 6 41 432 3 0 220 254 9 9 4 0 1
"32373" 6 41 1196 6 1.5 NA NA NA NA 8 0 1
"32374" 6 41 298 2 0 2 2 NA NA 3 1 1
"32375" 6 41 494 4 0 NA NA NA NA 5 0 1
"32376" 6 41 188 1 0 626 NA NA NA 2 0 1
"32377" 6 41 212 2 0 224 2116 13 NA 3 0 1
"32378" 6 41 202 4 1 NA NA NA NA 6 0 1
"32379" 6 41 342 2 1.5 76 938 NA NA 4 24 0
"32380" 6 41 0 1 1 3449 14482 19 137 3 0 0
"32381" 6 41 0 1 0 19415 18846 2296 8730 1 0 0
"32382" 6 42 1156 3 0 159 794 NA NA 5 0 1
"32383" 6 42 310 2 0 340 341 2 2 2 0 2
"32384" 6 42 244 3 1.5 1 1 1 1 5 0 2
"32385" 6 42 448 2 0.5 745 5915 1 1 4 3 1
"32386" 6 42 200 2 0 222 595 5 1 3 0 1
"32387" 6 42 0 1 0 1349 1349 1 1 2 0 1
"32388" 6 42 166 3 0.5 6 6 1 1 5 0 1
"32389" 6 42 206 2 2 20 20 3 3 5 0 1
"32390" 6 42 488 1 0.5 6947 12697 7 NA 2 0 1
"32391" 6 42 152 2 1 237 238 8 15 3 0 1
"32392" 6 42 168 3 0 25 25 1 1 4 0 1
"32393" 6 42 184 2 0.5 187 186 2 2 3 0 1
"32394" 6 42 302 2 0 2277 9800 8 130 2 13 0
"32395" 6 42 390 2 0 8 135 6 8 4 0 0
"32396" 6 42 0 1 0 19415 18846 6 21 1 0 0
"32397" 6 43 282 4 1.5 1693 6262 NA NA 8 0 1
"32398" 6 43 342 3 0 NA NA NA NA 4 0 0
"32399" 6 43 524 5 0 37 37 NA NA 5 0 0
"32400" 6 43 0 2 1.5 51 558 NA NA 5 0 1
"32401" 6 43 306 2 0.5 201 8126 1 29 3 0 1
"32402" 6 43 222 2 0 2107 2116 2 42 2 0 2
"32403" 6 43 214 4 0.5 NA NA NA NA 6 0 1
"32404" 6 43 198 1 1 12692 25348 NA NA 3 0 1
"32405" 6 43 140 2 0 11 11 2 NA 4 0 1
"32406" 6 43 478 3 2.5 77 77 4 4 7 0 1
"32407" 6 43 0 1 0 8766 25348 5 6 2 0 1
"32408" 6 43 334 2 0 2107 2116 128 373 2 0 2
"32409" 6 43 338 3 1.5 107 135 2 2 5 0 1
"32410" 6 43 0 1 0.5 18820 25348 8 25 2 0 2
"32411" 6 43 234 3 1 38 38 5 7 6 1 1
"32412" 6 43 0 1 0.5 18820 25348 7 4 2 0 2
"32413" 6 43 232 4 2.5 37 48 18 24 7 1 1
"32414" 6 43 0 1 1 12692 25348 35 NA 3 0 1
"32415" 6 43 696 3 0.5 9 32 1 NA 4 20 1
"32416" 6 43 794 2 0.5 70 486 1 1 4 31 0
"32417" 6 43 162 1 0 1470 3255 6 8 2 0 0
"32418" 6 43 0 1 0 19415 18846 895 2058 1 0 0
"32419" 6 44 256 1 0 1349 1349 NA NA 2 0 1
"32420" 6 44 214 4 1.5 1693 6262 30 172 8 0 1
"32421" 6 44 256 4 0.5 NA NA NA NA 6 0 1
"32422" 6 44 112 3 1 63 63 NA NA 5 0 1
"32423" 6 44 198 3 0.5 1730 9800 9 21 4 1 1
"32424" 6 44 244 1 0.5 18820 25348 530 650 2 0 2
"32425" 6 44 192 2 1 2612 2527 2346 1 3 0 1
"32426" 6 44 856 5 4 3 3 1 1 14 0 1
"32427" 6 44 330 3 0.5 27 102 2 2 5 16 0
"32428" 6 44 0 1 0 888 3255 1 6 2 0 0
"32429" 6 44 0 1 0 19415 18846 579 2058 1 0 0
"32430" 6 45 900 3 0.5 6 6 NA NA 5 0 1
"32431" 6 45 198 1 0.5 6947 12697 1 NA 2 0 1
"32432" 6 45 262 1 0 626 NA 20 NA 2 0 2
"32433" 6 45 252 4 1.5 23 54 1 NA 8 0 1
"32434" 6 45 340 2 0.5 187 186 1 1 3 0 1
"32435" 6 45 0 1 0.5 7 9800 1 130 3 5 0
"32436" 6 45 0 1 0 19415 18846 6 1049 1 0 0
"32437" 6 1 218 2 0 3071 8126 NA NA 2 0 2
"32438" 6 1 384 3 1.5 107 135 11 20 5 0 1
"32439" 6 1 206 1 1 12692 25348 11 25 3 0 1
"32440" 6 1 144 3 0.5 565 6262 26 71 4 0 2
"32441" 6 1 354 2 0 6 6 1 1 4 0 1
"32442" 6 1 338 3 0 19 19 1 1 3 0 1
"32443" 6 1 310 4 0.5 2 2 2 2 5 0 1
"32444" 6 1 74 2 0.5 77 450 1 1 3 7 0
"32445" 6 1 656 1 0.5 10733 14482 1 41 2 0 0
"32446" 6 1 0 1 0 19415 18846 6561 8730 1 0 0
"32447" 6 46 312 3 2 141 1184 NA NA 6 0 1
"32448" 6 46 280 2 0 11 11 1 1 4 0 1
"32449" 6 46 0 1 0.5 6947 12697 1 NA 2 0 1
"32450" 6 46 494 3 0 6 7 1 NA 4 0 1
"32451" 6 46 398 2 1 2 2 1 1 4 0 1
"32452" 6 46 0 2 0.5 19 23 1 1 3 0 1
"32453" 6 46 282 1 0 11321 25348 1 6 2 0 2
"32454" 6 46 182 3 0.5 NA NA NA NA 5 1 1
"32455" 6 46 230 2 0 5122 5122 NA NA 2 0 2
"32456" 6 46 184 2 0.5 1 1 1 1 3 0 1
"32457" 6 46 176 2 0.5 1245 5915 1 1 3 0 2
"32458" 6 46 538 4 0 1 1 NA NA 5 0 1
"32459" 6 46 404 3 0.5 9 32 NA NA 4 25 0
"32460" 6 46 290 2 0.5 1245 5915 3 4 3 0 0
"32461" 6 46 0 1 1 3449 14482 67 603 3 0 0
"32462" 6 46 0 1 0 19415 18846 2296 8730 1 0 0
"32463" 6 47 256 3 0.5 161 398 NA NA 5 0 2
"32464" 6 47 318 2 0 23 23 1 1 4 0 1
"32465" 6 47 142 1 1 12692 25348 2 NA 3 0 1
"32466" 6 47 214 2 0 2107 2116 201 373 2 0 2
"32467" 6 47 298 3 0.5 18 19 2 2 4 0 1
"32468" 6 47 188 1 0.5 6947 12697 1 NA 2 0 1
"32469" 6 47 224 2 0 118 8126 2 337 3 0 1
"32470" 6 47 200 3 0.5 6 48 NA NA 5 0 1
"32471" 6 47 142 3 0 2 32 NA 2 4 9 0
"32472" 6 47 608 2 0.5 434 5915 1 4 3 0 0
"32473" 6 47 0 1 0 1470 3255 58 165 2 0 0
