"subj" "item" "TFT" "syll_len" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "IC" "SC"
"35232" 8 59 482 3 1 7 7 NA NA 6 0 1
"35233" 8 59 194 1 0.5 6947 12697 4 NA 2 0 1
"35234" 8 59 178 2 0 3192 3906 1346 229 3 1 0
"35235" 8 59 176 1 1 6478 25348 2473 6 2 0 1
"35236" 8 59 280 3 0 400 6262 39 71 4 0 2
"35237" 8 59 336 3 0 42 52 1 2 4 0 1
"35238" 8 59 394 2 0.5 11 11 NA NA 5 0 1
"35239" 8 59 172 1 0.5 7203 25348 NA 5 2 0 1
"35240" 8 59 446 2 0 1 1 1 NA 3 3 0
"35241" 8 59 340 2 0.5 591 5915 1 1 3 0 0
"35242" 8 59 0 1 0.5 10733 14482 135 603 2 0 0
"35243" 8 59 0 1 0 19415 18846 6561 8730 1 0 0
"35244" 8 60 404 3 1 301 341 NA NA 4 0 1
"35245" 8 60 98 3 0.5 23 23 1 NA 4 0 1
"35246" 8 60 192 1 0.5 18820 25348 1 1 2 0 2
"35247" 8 60 418 2 0 344 349 19 88 3 1 1
"35248" 8 60 0 1 1 12692 25348 20 9 3 0 1
"35249" 8 60 198 3 0 2 1 1 NA 4 0 1
"35250" 8 60 246 1 0.5 18820 25348 1 1 2 0 2
"35251" 8 60 196 5 0 NA NA NA NA 7 0 1
"35252" 8 60 758 4 0 2 2 NA NA 5 0 1
"35253" 8 60 286 2 0 5002 7193 2 NA 2 0 1
"35254" 8 60 236 3 0.5 254 257 9 89 6 0 2
"35255" 8 60 564 2 0 78 82 3 3 3 0 1
"35256" 8 60 524 2 1 1306 3918 20 55 4 28 0
"35257" 8 60 0 2 0 1961 7560 230 794 3 0 0
"35258" 8 60 0 1 0.5 10733 14482 852 1903 2 0 0
"35259" 8 60 0 1 0 19415 18846 6561 8730 1 0 0
"35260" 8 61 280 3 0.5 23 23 NA NA 4 0 1
"35261" 8 61 0 1 0.5 6947 12697 1 NA 2 0 1
"35262" 8 61 220 2 0 3071 8126 208 337 2 0 2
"35263" 8 61 220 2 0 616 672 181 235 3 0 1
"35264" 8 61 0 1 0 8766 25348 26 106 2 0 1
"35265" 8 61 218 2 0 3071 8126 144 325 2 0 2
"35266" 8 61 418 3 0 546 548 112 156 3 0 1
"35267" 8 61 268 2 0.5 187 186 3 3 3 9 1
"35268" 8 61 244 3 1 NA NA NA NA 5 0 0
"35269" 8 61 228 2 0.5 698 1337 NA NA 3 0 2
"35270" 8 61 160 2 0.5 767 1172 15 NA 5 0 1
"35271" 8 61 300 1 0.5 6947 12697 110 27 2 0 1
"35272" 8 61 298 2 1 115 558 5 13 4 0 1
"35273" 8 61 886 3 0 816 1026 1 2 5 2 0
"35274" 8 61 168 1 1 6478 25348 655 9 2 0 1
"35275" 8 61 374 3 0 35 643 4 9 5 0 2
"35276" 8 61 306 2 0 344 349 1 2 3 0 1
"35277" 8 61 282 2 0 257 265 1 1 4 0 1
"35278" 8 61 686 3 1 27 938 1 1 5 1 0
"35279" 8 61 506 3 0.5 2 4 1 2 5 0 0
"35280" 8 61 0 1 0.5 10733 14482 1 1 2 0 0
"35281" 8 61 0 1 0 19415 18846 6561 8730 1 0 0
"35282" 8 62 192 3 1.5 859 859 NA NA 5 0 1
"35283" 8 62 380 3 1 7 7 1 1 6 0 1
"35284" 8 62 232 1 0.5 6947 12697 4 NA 2 0 1
"35285" 8 62 464 4 1.5 2 2 1 NA 6 0 1
"35286" 8 62 702 3 5.5 1 1 1 1 9 0 1
"35287" 8 62 602 1 0 11321 25348 1 NA 2 3 2
"35288" 8 62 0 1 0.5 10733 14482 340 53 2 0 1
"35289" 8 62 0 1 0 19415 18846 6561 8730 1 0 1
"35290" 8 63 136 2 0 1750 8126 NA NA 2 0 1
"35291" 8 63 324 4 0 2 2 NA 1 7 0 1
"35292" 8 63 336 2 0.5 241 566 NA NA 4 0 2
"35293" 8 63 236 3 1.5 115 114 8 8 6 0 1
"35294" 8 63 0 1 1 12692 25348 22 49 3 0 1
"35295" 8 63 198 2 0 189 469 16 5 2 4 0
"35296" 8 63 252 2 0 848 3304 84 152 3 0 0
"35297" 8 63 408 1 0.5 10733 14482 445 1885 2 0 0
"35298" 8 63 342 2 0 5122 5122 417 592 2 0 1
"35299" 8 63 380 3 0 197 8126 15 249 4 0 2
"35300" 8 63 222 2 0 788 1337 6 42 3 0 2
"35301" 8 63 702 3 1.5 2 2 1 1 6 1 1
"35302" 8 63 950 2 0.5 2830 NA 1 NA 4 0 1
"35303" 8 63 576 1 0 1646 14482 105 NA 2 1 0
"35304" 8 63 0 3 0 358 1070 59 NA 4 0 0
"35305" 8 63 0 1 0 19415 18846 50 297 1 0 0
"35306" 8 64 234 2 0 NA NA NA NA 3 0 1
"35307" 8 64 172 4 1.5 1693 6262 NA NA 8 0 1
"35308" 8 64 246 1 0 3079 3081 7 58 2 0 1
"35309" 8 64 878 2 0 1294 1294 2 2 3 0 1
"35310" 8 64 724 4 0 61 61 2 2 5 0 1
"35311" 8 64 360 2 0 2107 2116 1 1 2 0 2
"35312" 8 64 1204 5 4 3 3 1 1 14 0 1
"35313" 8 64 540 3 0.5 27 102 2 2 5 7 0
"35314" 8 64 248 2 0 5122 5122 4 6 2 0 1
"35315" 8 64 1060 5 0 NA NA NA NA 7 0 1
"35316" 8 64 0 3 0 NA NA NA NA 4 0 0
"35317" 8 64 256 2 0.5 NA NA NA NA 4 0 0
"35318" 8 64 316 2 1.5 51 558 NA NA 5 0 1
"35319" 8 64 322 2 0 3071 8126 4 29 2 0 2
"35320" 8 64 186 3 1 15 48 NA NA 5 0 1
"35321" 8 64 284 1 0 8766 25348 NA 1 2 0 1
"35322" 8 64 0 2 0.5 138 138 7 1 3 0 1
"35323" 8 64 312 4 1 13 16 1 1 6 0 1
"35324" 8 64 298 2 0.5 2830 NA 1 NA 4 0 1
"35325" 8 64 1088 2 1 1984 9800 139 NA 4 13 0
"35326" 8 64 0 1 0.5 10733 14482 380 1003 2 0 0
"35327" 8 64 60 1 0 19415 18846 6561 8730 1 0 0
"35328" 8 65 0 3 0.5 21 21 NA NA 4 0 1
"35329" 8 65 338 5 1.5 5 21 5 9 9 0 1
"35330" 8 65 218 1 0 5500 25348 2 3 2 0 2
"35331" 8 65 284 3 0 394 3906 293 303 4 1 1
"35332" 8 65 0 1 0.5 10733 14482 329 686 2 0 0
"35333" 8 65 228 1 1 6478 25348 1852 1 2 0 1
"35334" 8 65 428 3 0.5 228 224 5 80 4 0 1
"35335" 8 65 464 3 0.5 254 257 26 27 6 0 1
"35336" 8 65 862 3 0 8 9 1 1 3 0 1
"35337" 8 65 0 1 0 347 347 1 1 2 0 2
"35338" 8 65 924 2 0 26 26 1 1 4 0 1
"35339" 8 65 730 4 0 1 1 1 1 7 0 1
"35340" 8 65 0 4 1 13 16 1 1 6 0 1
"35341" 8 65 244 1 0 11321 25348 2 4 2 0 2
"35342" 8 65 0 2 0 126 5915 2 11 4 3 1
"35343" 8 65 0 1 0.5 10733 14482 68 603 2 0 0
"35344" 8 65 0 1 0 19415 18846 6561 8730 1 0 0
"35345" 8 3 360 3 0.5 801 8126 NA NA 4 0 2
"35346" 8 3 576 3 0.5 700 587 11 113 4 0 1
"35347" 8 3 596 1 0 NA NA NA NA 2 0 1
"35348" 8 3 224 1 1 12692 25348 NA NA 3 0 1
"35349" 8 3 972 4 1 2 2 2 NA 7 0 1
"35350" 8 3 1050 4 3 1 1 1 1 9 0 1
"35351" 8 3 164 1 0.5 18820 25348 1 1 2 0 2
"35352" 8 3 618 3 1 NA NA NA NA 5 0 2
"35353" 8 3 550 3 2 NA NA NA NA 6 0 1
"35354" 8 3 592 5 1 NA NA NA NA 8 3 1
"35355" 8 3 224 1 0 11321 25348 NA NA 2 0 2
"35356" 8 3 206 4 1 54 54 39 40 6 1 1
"35357" 8 3 278 2 0.5 112 198 NA NA 3 0 1
"35358" 8 3 0 1 0 1862 1863 2 2 2 0 1
"35359" 8 3 430 4 0.5 4 4 1 1 6 1 1
"35360" 8 3 906 1 0.5 7203 25348 3 NA 2 0 1
"35361" 8 3 0 2 0.5 591 5915 25 11 3 34 0
"35362" 8 3 0 1 0 19415 18846 117 886 1 0 0
"35363" 8 66 0 4 1.5 8 11 NA NA 6 0 1
"35364" 8 66 524 5 1 16 21 1 1 7 0 1
"35365" 8 66 318 2 0 541 8126 1 1 2 0 2
"35366" 8 66 272 2 0.5 21 672 6 235 5 0 1
"35367" 8 66 212 1 0 8766 25348 11 106 2 0 1
"35368" 8 66 714 3 0.5 4 4 3 NA 5 0 1
"35369" 8 66 1012 3 0.5 22 197 1 1 5 6 0
"35370" 8 66 0 1 1 3449 14482 14 29 3 0 0
"35371" 8 66 1764 4 1 194 182 1 9 5 0 1
"35372" 8 66 276 2 0 447 449 1 1 2 0 2
"35373" 8 66 376 2 0 334 334 30 30 3 0 1
"35374" 8 66 704 3 0.5 128 132 1 1 5 0 1
"35375" 8 66 0 2 0.5 2830 NA 9 NA 4 0 1
"35376" 8 66 0 2 1 180 3918 6 NA 4 3 0
"35377" 8 66 0 1 1 3449 14482 35 604 3 0 0
"35378" 8 66 0 1 0 19415 18846 2296 8730 1 0 0
"35379" 8 67 0 2 2.5 505 507 NA NA 6 0 1
"35380" 8 67 1140 3 1 100 100 NA NA 6 0 1
"35381" 8 67 680 1 0 5500 25348 3 17 2 0 2
"35382" 8 67 2254 7 0.5 NA NA NA NA 11 1 1
"35383" 8 67 204 1 0.5 10733 14482 NA NA 2 3 0
"35384" 8 67 0 1 0 19415 18846 6561 8730 1 0 0
"35385" 8 68 192 4 1 194 182 NA NA 5 0 1
"35386" 8 68 380 2 0.5 319 566 2 3 4 0 1
"35387" 8 68 196 2 0 26 26 1 1 4 0 1
"35388" 8 68 798 4 0.5 1 18 1 1 6 1 1
"35389" 8 68 256 2 0 5002 7193 1 NA 2 0 1
"35390" 8 68 442 2 0 3071 8126 31 182 2 0 2
"35391" 8 68 176 2 0 616 672 181 235 3 0 1
"35392" 8 68 170 1 0 11321 25348 83 106 2 0 2
"35393" 8 68 356 3 0.5 19 19 3 3 6 1 1
"35394" 8 68 508 1 0 1349 1349 1 1 2 0 1
"35395" 8 68 298 3 0 46 3304 1 2 4 6 0
"35396" 8 68 268 1 0 1862 1863 1 1 2 0 0
"35397" 8 68 0 1 0.5 10733 14482 29 39 2 0 0
"35398" 8 68 840 1 1 6478 25348 1852 1 2 0 1
"35399" 8 68 332 2 0 12 13 1 NA 3 0 1
"35400" 8 68 278 2 0.5 58 35 1 NA 3 0 1
"35401" 8 68 828 1 0 424 2829 1 NA 1 0 1
"35402" 8 68 334 2 1.5 2 8 1 NA 4 2 0
"35403" 8 68 0 3 1.5 859 859 1 1 5 0 1
"35404" 8 68 998 5 3.5 2 2 1 1 9 0 1
"35405" 8 68 878 2 0 5122 5122 1 1 2 0 2
"35406" 8 68 740 2 0.5 103 103 1 1 3 0 2
"35407" 8 68 704 2 0 177 182 33 33 3 0 1
"35408" 8 68 266 1 0 11321 25348 3 13 2 0 2
"35409" 8 68 274 3 3.5 45 718 2 15 9 1 1
"35410" 8 68 170 1 1 12692 25348 1 238 3 0 1
"35411" 8 68 716 2 2 139 347 12 76 5 0 1
"35412" 8 68 338 1 0 1349 1349 1 NA 2 0 1
"35413" 8 68 0 2 0 232 5915 3 27 4 9 0
"35414" 8 68 0 1 0 19415 18846 159 886 1 0 0
"35415" 8 69 154 2 0.5 43 1184 NA NA 4 0 1
"35416" 8 69 170 1 1 6478 25348 10 NA 2 0 1
"35417" 8 69 250 5 1 16 21 1 1 7 0 1
"35418" 8 69 388 4 1 4 4 1 1 6 0 1
"35419" 8 69 226 2 0 185 200 1 1 4 0 1
"35420" 8 69 632 3 0 11 3906 1 1 4 0 0
"35421" 8 69 0 1 1 3449 14482 5 686 3 0 0
"35422" 8 69 314 1 1 6478 25348 220 1 2 0 1
"35423" 8 69 268 3 0 165 165 67 2 3 0 2
"35424" 8 69 438 3 0.5 103 643 1 3 5 0 3
"35425" 8 69 218 4 1 13 16 1 1 6 0 2
"35426" 8 69 428 1 0 11321 25348 2 4 2 0 3
"35427" 8 69 586 2 0.5 4 4 2 2 4 1 2
"35428" 8 69 254 2 0.5 2830 NA 1 NA 4 0 2
"35429" 8 69 600 2 0 126 5915 14 NA 4 1 1
"35430" 8 69 0 1 0.5 10733 14482 68 603 2 0 1
"35431" 8 69 246 1 0 1349 1349 139 214 2 0 1
"35432" 8 69 430 3 0 56 595 4 2 4 0 0
"35433" 8 69 682 1 0.5 10733 14482 47 70 2 0 0
"35434" 8 69 438 1 1 6478 25348 1852 1 2 0 1
"35435" 8 69 840 2 0.5 34 3906 4 303 4 0 1
"35436" 8 69 496 2 0.5 698 1337 1 1 3 0 2
"35437" 8 69 630 4 0 1 1 1 NA 4 0 1
"35438" 8 69 0 1 0.5 10733 14482 1 1 2 2 0
"35439" 8 69 0 1 0 19415 18846 6561 8730 1 0 0
"35440" 8 70 346 4 0 2 2 NA NA 5 0 1
"35441" 8 70 492 1 0 347 347 1 1 2 0 2
"35442" 8 70 202 2 0 7 7 1 1 3 0 1
"35443" 8 70 326 2 0 3071 8126 1 1 2 0 2
"35444" 8 70 234 2 0 616 672 181 235 3 0 1
"35445" 8 70 230 1 0 5500 25348 43 106 2 0 2
"35446" 8 70 232 3 0 45 56 9 13 5 1 1
"35447" 8 70 324 2 0 46 249 6 16 3 4 0
"35448" 8 70 250 2 0.5 988 3304 4 7 3 0 0
"35449" 8 70 0 1 1 3449 14482 502 1885 3 0 0
"35450" 8 70 194 1 1 6478 25348 220 1 2 0 1
"35451" 8 70 346 5 0.5 29 29 2 3 8 0 2
"35452" 8 70 694 5 1 16 21 1 1 7 0 1
"35453" 8 70 404 3 0.5 826 1621 1 1 4 0 2
"35454" 8 70 600 4 1 13 16 1 1 6 0 1
"35455" 8 70 190 1 0 5500 25348 1 4 2 0 2
"35456" 8 70 606 3 1.5 2 2 1 1 6 1 1
"35457" 8 70 160 1 0 347 347 1 1 2 0 2
"35458" 8 70 434 5 0.5 3 2 1 1 8 3 1
"35459" 8 70 334 2 0.5 2830 NA 1 NA 4 0 1
"35460" 8 70 272 3 0.5 5 420 1 NA 5 8 0
"35461" 8 70 0 1 0 19415 18846 1 46 1 0 0
"35462" 8 71 318 5 1 16 21 NA NA 7 0 1
"35463" 8 71 1534 3 1.5 1 1 1 1 6 0 1
"35464" 8 71 1706 4 4.5 1 1 1 1 9 0 1
"35465" 8 71 194 1 0 5500 25348 1 1 2 0 2
"35466" 8 71 584 3 0 394 3906 293 303 4 1 1
"35467" 8 71 0 1 0.5 10733 14482 329 686 2 0 0
"35468" 8 71 262 1 1 6478 25348 1852 1 2 0 1
"35469" 8 71 758 2 0 264 643 80 9 2 0 1
"35470" 8 71 432 3 0 33 130 1 2 4 0 2
"35471" 8 71 892 5 0.5 3 3 1 1 6 0 1
"35472" 8 71 764 2 0 5122 5122 1 1 2 0 2
"35473" 8 71 224 2 0.5 42 86 2 3 4 0 1
"35474" 8 71 584 2 1 84 86 3 3 4 0 1
"35475" 8 71 340 3 0.5 90 9800 2 36 4 8 1
"35476" 8 71 446 2 0 11 34 1 1 3 0 1
"35477" 8 71 0 3 0.5 826 1621 1 1 4 0 2
"35478" 8 71 370 3 1.5 22 58 1 1 5 0 2
"35479" 8 71 318 4 1 13 16 1 1 6 1 1
"35480" 8 71 626 5 0.5 3 2 1 1 8 0 1
"35481" 8 71 434 2 0 61 9800 1 NA 3 1 0
"35482" 8 71 578 3 0.5 234 1070 2 166 4 0 0
"35483" 8 71 0 1 1 3449 14482 185 666 3 0 0
"35484" 8 71 0 1 0 19415 18846 2296 8730 1 0 0
"35485" 8 72 574 4 1 194 182 NA NA 5 0 1
"35486" 8 72 252 2 0 264 643 2 3 2 0 1
"35487" 8 72 248 2 0 400 1172 16 25 3 0 1
"35488" 8 72 802 2 0 3071 8126 9 17 2 0 2
"35489" 8 72 3888 3 0.5 1 1 1 1 4 0 1
"35490" 8 72 874 1 1 12692 25348 1 NA 3 0 1
"35491" 8 72 1124 2 0.5 2830 NA 80 NA 4 0 1
"35492" 8 72 1828 3 0 1 217 1 NA 4 6 0
"35493" 8 72 1004 3 0.5 141 343 1 1 5 0 0
"35494" 8 72 0 1 0 19415 18846 11 39 1 0 0
"35495" 8 73 342 3 0 8 8 NA NA 6 0 1
"35496" 8 73 586 2 0 49 365 1 1 3 0 1
"35497" 8 73 748 3 1 103 124 1 2 5 0 1
"35498" 8 73 0 1 0 19415 18846 1 1 1 0 0
"35499" 8 74 410 3 0 165 165 NA NA 3 0 2
"35500" 8 74 0 2 0.5 698 1337 1 10 3 0 3
"35501" 8 74 650 5 1 1 1 1 NA 6 0 2
"35502" 8 74 0 1 0.5 10733 14482 1 1 2 1 1
"35503" 8 74 392 1 0 1349 1349 139 214 2 0 1
"35504" 8 74 422 3 1 44 92 1 1 6 0 2
"35505" 8 74 330 4 1.5 8 11 1 1 6 0 1
"35506" 8 74 454 3 0.5 21 21 2 2 4 0 1
"35507" 8 74 1328 5 1.5 5 21 5 9 9 3 1
"35508" 8 74 572 1 0 5500 25348 2 3 2 0 2
"35509" 8 74 724 2 0 344 349 67 88 3 1 1
"35510" 8 74 564 1 0 1862 1863 1 1 2 0 1
"35511" 8 74 0 2 1 49 49 2 2 3 0 1
"35512" 8 74 772 4 0 5 11 1 2 4 0 1
"35513" 8 74 434 2 0 26 125 1 2 3 3 0
"35514" 8 74 0 2 0 823 3304 4 13 3 0 0
"35515" 8 74 0 1 0.5 10733 14482 608 1885 2 0 0
"35516" 8 74 0 1 0 19415 18846 6561 8730 1 0 0
"35517" 8 4 240 3 2 NA NA NA NA 6 0 1
"35518" 8 4 316 5 1 NA NA NA NA 8 0 1
"35519" 8 4 212 1 0 11321 25348 NA NA 2 0 2
"35520" 8 4 452 5 3 1 1 NA NA 10 1 1
"35521" 8 4 0 1 0 8766 25348 NA NA 2 0 1
"35522" 8 4 484 3 0.5 449 1763 283 3 4 0 1
"35523" 8 4 450 3 0.5 NA NA NA NA 5 0 1
"35524" 8 4 204 1 0.5 18820 25348 NA NA 2 0 2
"35525" 8 4 218 2 1.5 525 526 12 NA 6 0 1
"35526" 8 4 358 2 0.5 12 49 1 NA 3 0 1
"35527" 8 4 410 4 2 NA NA NA NA 8 0 1
"35528" 8 4 292 2 1 458 9800 NA NA 3 11 0
"35529" 8 4 358 2 0.5 67 7560 2 1819 3 0 0
"35530" 8 4 228 1 1 3449 14482 16 1903 3 1 0
"35531" 8 4 564 2 0 5122 5122 166 592 2 0 1
"35532" 8 4 0 2 0 835 6262 38 353 2 0 1
"35533" 8 4 248 2 1 550 1337 10 65 4 0 1
"35534" 8 4 200 1 0 3079 3081 124 183 2 0 1
"35535" 8 4 194 3 0 546 548 14 14 3 1 1
"35536" 8 4 168 1 0 11321 25348 96 189 2 0 2
"35537" 8 4 468 3 0 2 2 2 2 6 1 1
"35538" 8 4 314 2 0.5 2830 NA 2 NA 4 0 1
"35539" 8 4 808 4 0 1 38 1 NA 5 1 0
"35540" 8 4 530 3 0.5 141 343 NA 2 5 7 0
"35541" 8 4 0 1 0 19415 18846 11 39 1 0 0
"35542" 8 5 0 3 0 223 223 NA NA 3 0 1
"35543" 8 5 356 3 2 8 9 NA NA 9 0 1
"35544" 8 5 172 1 1 12692 25348 3 3 3 0 1
"35545" 8 5 552 4 0 52 55 24 1 5 0 1
"35546" 8 5 434 3 0.5 549 9800 4 21 4 5 1
"35547" 8 5 208 2 0.5 1245 5915 329 415 3 0 2
"35548" 8 5 676 4 1 3 2 1 1 7 1 1
"35549" 8 5 128 1 0.5 6947 12697 3 NA 2 0 1
"35550" 8 5 408 3 1.5 107 135 2 5 5 0 1
"35551" 8 5 604 5 1 NA NA NA NA 8 0 1
"35552" 8 5 184 1 1 12692 25348 NA NA 3 0 1
"35553" 8 5 292 3 0 539 1621 48 46 4 0 2
"35554" 8 5 206 2 0 181 365 6 6 2 0 2
"35555" 8 5 394 3 1.5 107 135 3 3 5 1 1
"35556" 8 5 270 4 1.5 9 9 1 1 6 0 1
"35557" 8 5 796 3 1 1 1 1 1 6 0 1
"35558" 8 5 1616 5 2.5 2 2 1 1 8 0 1
"35559" 8 5 622 1 0 8766 25348 1 1 2 0 1
"35560" 8 5 416 2 0.5 2830 NA 36 NA 4 0 1
"35561" 8 5 686 3 1.5 14 140 NA NA 6 11 1
"35562" 8 5 438 1 0 5500 25348 2 8 2 0 2
"35563" 8 5 508 3 0.5 247 425 113 194 5 1 1
"35564" 8 5 1056 2 1 1984 9800 84 114 4 15 0
"35565" 8 5 0 1 0.5 10733 14482 380 1003 2 0 0
"35566" 8 5 0 1 0 19415 18846 6561 8730 1 0 0
"35567" 9 6 272 5 0 37 37 NA NA 5 0 1
"35568" 9 6 288 2 0 835 6262 1 2 2 0 1
"35569" 9 6 260 2 0 3071 8126 25 296 2 0 2
"35570" 9 6 0 3 1.5 107 135 11 20 5 0 1
"35571" 9 6 200 1 0 8766 25348 6 25 2 0 1
"35572" 9 6 200 3 0.5 228 224 8 80 4 0 1
"35573" 9 6 214 3 0.5 700 587 24 23 4 0 1
"35574" 9 6 436 5 2.5 569 571 8 7 12 0 1
"35575" 9 6 246 5 0 244 245 152 152 6 0 1
"35576" 9 6 210 2 1.5 1009 1007 217 216 4 0 1
"35577" 9 6 392 1 0 8766 25348 72 136 2 0 1
"35578" 9 6 166 3 1 5 140 1 NA 6 12 1
"35579" 9 6 0 3 0.5 141 343 2 2 5 21 0
"35580" 9 6 0 1 1 3449 14482 95 214 3 0 0
"35581" 9 6 0 1 0 19415 18846 2296 8730 1 0 0
"35582" 9 7 288 4 1 3 2 NA NA 7 0 1
"35583" 9 7 0 1 0.5 6947 12697 3 NA 2 0 1
"35584" 9 7 432 2 0 60 60 2 6 2 0 1
"35585" 9 7 0 2 0 2107 2116 1 1 2 0 2
"35586" 9 7 126 2 0 34 34 5 5 4 0 1
"35587" 9 7 214 3 0.5 20 40 6 13 4 1 1
"35588" 9 7 184 1 0.5 7203 25348 4 4 2 0 1
"35589" 9 7 246 4 0 289 548 111 92 6 1 1
"35590" 9 7 0 1 0.5 18820 25348 43 189 2 0 2
"35591" 9 7 154 3 0 485 486 412 2 5 0 1
"35592" 9 7 230 3 0 816 1026 2 2 5 16 0
"35593" 9 7 214 1 1 6478 25348 655 9 2 0 1
"35594" 9 7 0 2 0 835 6262 253 71 2 0 1
"35595" 9 7 354 2 0 447 449 2 10 2 0 2
"35596" 9 7 0 3 0.5 1 184 NA NA 5 0 1
"35597" 9 7 370 1 0.5 7203 25348 1 NA 2 0 1
"35598" 9 7 0 3 0 539 1621 21 46 4 0 2
"35599" 9 7 218 2 0 181 365 6 6 2 0 2
"35600" 9 7 228 3 1.5 107 135 3 3 5 1 1
"35601" 9 7 0 1 0 8766 25348 6 25 2 0 1
"35602" 9 7 0 2 0 3071 8126 144 325 2 0 2
"35603" 9 7 182 5 1 NA NA NA NA 8 0 1
"35604" 9 7 0 1 1 12692 25348 NA NA 3 0 1
"35605" 9 7 0 3 1 404 403 178 4 5 0 1
"35606" 9 7 0 2 0.5 2830 NA 24 NA 4 0 1
"35607" 9 7 288 3 0 369 9800 19 NA 4 10 0
"35608" 9 7 0 3 0.5 141 343 24 63 5 24 0
"35609" 9 7 0 1 0 19415 18846 11 39 1 0 0
"35610" 9 8 324 2 0 835 6262 NA NA 2 0 1
"35611" 9 8 214 3 0.5 700 587 4 18 4 0 1
"35612" 9 8 0 3 0.5 826 1621 6 6 4 0 2
"35613" 9 8 286 5 2.5 569 571 1 1 12 0 1
"35614" 9 8 0 1 0 8766 25348 28 45 2 0 1
"35615" 9 8 400 2 0 1750 8126 88 325 2 0 1
"35616" 9 8 164 3 1.5 107 135 9 20 5 0 1
"35617" 9 8 254 3 1 5 140 1 3 6 8 1
"35618" 9 8 172 3 0.5 141 343 2 2 5 7 0
"35619" 9 8 0 1 1 3449 14482 95 214 3 0 0
"35620" 9 8 0 1 0 19415 18846 2296 8730 1 0 0
"35621" 9 9 224 4 1 3 2 NA NA 7 0 1
"35622" 9 9 0 1 0.5 6947 12697 3 NA 2 0 1
"35623" 9 9 514 3 0 816 1026 405 29 5 1 0
"35624" 9 9 0 1 1 6478 25348 655 9 2 0 1
"35625" 9 9 206 3 0 400 6262 39 71 4 0 2
"35626" 9 9 162 2 0 1750 8126 3 296 2 0 2
"35627" 9 9 218 3 1.5 107 135 9 20 5 1 1
"35628" 9 9 0 2 0 21 21 NA NA 2 0 1
"35629" 9 9 352 4 0.5 63 64 NA NA 5 0 1
"35630" 9 9 0 1 0 8766 25348 31 2 2 0 1
"35631" 9 9 326 3 1 2 3 1 NA 5 0 1
"35632" 9 9 0 2 0 232 5915 1 3 4 6 0
"35633" 9 9 0 1 0 19415 18846 159 886 1 0 0
"35634" 9 10 164 2 0 616 672 NA NA 3 0 1
"35635" 9 10 418 3 0 72 72 1 1 3 0 1
"35636" 9 10 0 1 0 1646 14482 1 13 2 1 0
"35637" 9 10 456 1 0 1349 1349 20 214 2 0 1
"35638" 9 10 0 3 1 9 19 1 2 6 0 1
"35639" 9 10 166 4 0.5 17 17 NA NA 5 0 1
"35640" 9 10 174 2 0.5 767 1172 NA NA 5 0 1
"35641" 9 10 266 1 0 8766 25348 229 246 2 0 1
"35642" 9 10 0 1 0 3079 3081 234 189 2 0 1
"35643" 9 10 390 2 0 26 1109 1 10 3 5 1
"35644" 9 10 348 3 0 3 3 1 1 5 0 1
"35645" 9 10 0 1 0.5 10733 14482 2 2 2 13 0
"35646" 9 10 0 1 0 19415 18846 6561 8730 1 0 0
"35647" 9 11 136 2 0 60 60 NA NA 2 0 1
"35648" 9 11 536 1 0 NA NA NA NA 2 0 1
"35649" 9 11 0 1 1 12692 25348 NA NA 3 0 1
"35650" 9 11 426 2 1 385 386 11 6 4 0 1
"35651" 9 11 230 2 0.5 1245 5915 4 163 3 5 1
"35652" 9 11 0 3 1 NA NA NA NA 5 0 2
"35653" 9 11 312 3 1.5 107 135 NA NA 5 0 1
"35654" 9 11 248 5 1 NA NA NA NA 8 3 1
"35655" 9 11 0 1 0.5 18820 25348 NA NA 2 0 2
"35656" 9 11 236 2 0.5 19 23 2 4 3 1 1
"35657" 9 11 222 1 1 12692 25348 4 6 3 0 1
"35658" 9 11 0 2 0.5 29 29 3 NA 3 1 1
"35659" 9 11 132 2 0 235 6262 1 1 2 0 2
"35660" 9 11 352 3 0 495 495 56 63 3 0 1
"35661" 9 11 0 2 0 120 234 1 NA 3 2 1
"35662" 9 11 558 2 0 340 341 2 NA 2 1 1
"35663" 9 11 0 2 0.5 187 240 1 1 4 0 1
"35664" 9 11 294 2 0 5002 7193 7 22 2 0 1
"35665" 9 11 168 3 0.5 81 81 14 NA 5 1 2
"35666" 9 11 0 3 0.5 NA NA NA NA 5 0 1
"35667" 9 11 180 2 0.5 83 1196 NA NA 5 0 1
"35668" 9 11 0 1 0.5 6947 12697 5 11 2 0 1
"35669" 9 11 232 3 1 8 8 NA 1 6 0 1
"35670" 9 11 0 2 0.5 18 18 4 4 3 0 1
"35671" 9 11 0 1 0.5 18820 25348 5 2 2 0 2
"35672" 9 11 206 2 0 1188 1190 757 21 3 0 1
"35673" 9 11 0 5 0.5 NA NA NA NA 8 0 1
"35674" 9 11 226 1 0 11321 25348 NA NA 2 21 0
"35675" 9 11 0 1 0 19415 18846 284 13 1 0 0
"35676" 9 12 322 3 0.5 NA NA NA NA 5 0 1
"35677" 9 12 228 2 1.5 525 526 NA NA 6 0 1
"35678" 9 12 0 1 0 11321 25348 14 NA 2 1 0
"35679" 9 12 328 5 0 3 3 1 NA 7 0 0
