"subj" "expt" "item" "lang" "session" "trial" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "syll_len" "word_lex" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "block" "PB" "IC" "SC"
"28980" 3 "hnd1" "65" "Hindi" 1 "69" 11 0 0 0 0 0 0 0 1210 0 0 0 0 0 0 2 "चोरी" 0 26 26 1 1 4 2 7 0 1
"28981" 3 "hnd1" "65" "Hindi" 1 "69" 12 146 1 0 1200 1200 1200 1200 2410 0 0 0 0 0 1200 4 "मोनोपली" 0 1 1 1 1 7 2 12 0 1
"28982" 3 "hnd1" "65" "Hindi" 1 "69" 13 130 1 0 526 526 526 526 2936 0 0 0 0 0 526 4 "डिजाइन" 1 13 16 1 1 6 2 12 0 1
"28983" 3 "hnd1" "65" "Hindi" 1 "69" 14 0 0 130 130 130 130 130 3066 0 0 0 0 0 130 1 "की" 0 11321 25348 2 4 2 2 12 0 2
"28984" 3 "hnd1" "65" "Hindi" 1 "69" 15 230 1 230 230 230 230 360 3426 0 0 0 1 1 230 2 "होती" 0 126 5915 2 11 4 2 15 3 1
"28985" 3 "hnd1" "65" "Hindi" 1 "69" 16 0 0 0 0 0 0 0 3426 0 0 0 0 0 0 1 "है" 0.5 10733 14482 68 603 2 2 15 0 0
"28986" 3 "hnd1" "65" "Hindi" 1 "69" 17 0 0 0 0 0 0 0 3426 0 0 0 0 0 0 1 "।" 0 19415 18846 6561 8730 1 2 15 0 0
"28987" 3 "hnd1" "3" "Hindi" 1 "7" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 "इसके" 0.5 801 8126 NA NA 4 2 1 0 2
"28988" 3 "hnd1" "3" "Hindi" 1 "7" 2 198 1 198 198 198 198 198 198 0 0 0 0 0 198 3 "पहले" 0.5 700 587 11 113 4 2 1 0 1
"28989" 3 "hnd1" "3" "Hindi" 1 "7" 3 186 1 186 186 186 186 186 384 0 0 0 0 0 186 1 "ज़ी" 0 NA NA NA NA 2 2 3 0 1
"28990" 3 "hnd1" "3" "Hindi" 1 "7" 4 164 1 164 164 164 164 164 548 0 0 0 0 0 164 1 "में" 1 12692 25348 NA NA 3 2 3 0 1
"28991" 3 "hnd1" "3" "Hindi" 1 "7" 5 256 1 256 256 256 256 256 804 0 0 0 0 0 256 4 "रंगारंग" 1 2 2 2 NA 7 2 5 0 1
"28992" 3 "hnd1" "3" "Hindi" 1 "7" 6 394 1 394 394 394 394 394 1198 0 0 0 0 0 394 4 "कार्निवाल" 3 1 1 1 1 9 2 5 0 1
"28993" 3 "hnd1" "3" "Hindi" 1 "7" 7 0 0 0 0 0 0 0 1198 0 0 0 0 0 0 1 "के" 0.5 18820 25348 1 1 2 2 5 0 2
"28994" 3 "hnd1" "3" "Hindi" 1 "7" 8 0 0 0 266 266 266 266 1464 0 0 0 0 0 266 3 "36वें" 1 NA NA NA NA 5 2 5 0 2
"28995" 3 "hnd1" "3" "Hindi" 1 "7" 9 170 1 0 170 284 284 550 2014 114 114 0 1 1 114 3 "फ़िल्म" 2 NA NA NA NA 6 2 5 0 1
"28996" 3 "hnd1" "3" "Hindi" 1 "7" 10 258 1 258 258 258 258 258 2272 0 0 0 0 0 258 5 "फ़ेसटीवल" 1 NA NA NA NA 8 2 5 3 1
"28997" 3 "hnd1" "3" "Hindi" 1 "7" 11 0 0 0 0 0 0 0 2272 0 0 0 0 0 0 1 "की" 0 11321 25348 NA NA 2 2 5 0 2
"28998" 3 "hnd1" "3" "Hindi" 1 "7" 12 226 1 226 226 226 226 226 2498 0 0 0 0 0 226 4 "शुरुआत" 1 54 54 39 40 6 2 5 1 1
"28999" 3 "hnd1" "3" "Hindi" 1 "7" 13 0 0 0 0 0 0 0 2498 0 0 0 0 0 0 2 "बड़े" 0.5 112 198 NA NA 3 2 13 0 1
"29000" 3 "hnd1" "3" "Hindi" 1 "7" 14 164 1 164 164 164 164 164 2662 0 0 0 0 0 164 1 "ही" 0 1862 1863 2 2 2 2 13 0 1
"29001" 3 "hnd1" "3" "Hindi" 1 "7" 15 182 1 182 182 182 182 182 2844 0 0 0 0 0 182 4 "धूमधाम" 0.5 4 4 1 1 6 2 13 1 1
"29002" 3 "hnd1" "3" "Hindi" 1 "7" 16 178 1 178 178 178 178 178 3022 0 0 0 0 0 178 1 "से" 0.5 7203 25348 3 NA 2 2 13 0 1
"29003" 3 "hnd1" "3" "Hindi" 1 "7" 17 116 1 116 116 116 116 116 3138 0 0 0 0 0 116 2 "हुई" 0.5 591 5915 25 11 3 2 17 34 0
"29004" 3 "hnd1" "3" "Hindi" 1 "7" 18 0 0 0 0 0 0 0 3138 0 0 0 0 0 0 1 "।" 0 19415 18846 117 886 1 2 17 0 0
"29005" 3 "hnd1" "66" "Hindi" 1 "70" 1 150 1 150 150 150 150 150 150 0 0 0 0 0 150 4 "दिग्गज" 1.5 8 11 NA NA 6 2 1 0 1
"29006" 3 "hnd1" "66" "Hindi" 1 "70" 2 230 1 230 230 230 230 230 380 0 0 0 0 0 230 5 "डिजाइनर" 1 16 21 1 1 7 2 1 0 1
"29007" 3 "hnd1" "66" "Hindi" 1 "70" 3 0 0 0 0 0 0 0 380 0 0 0 0 0 0 2 "इन" 0 541 8126 1 1 2 2 3 0 2
"29008" 3 "hnd1" "66" "Hindi" 1 "70" 4 240 1 240 240 240 240 240 620 0 0 0 0 0 240 2 "बातों" 0.5 21 672 6 235 5 2 3 0 1
"29009" 3 "hnd1" "66" "Hindi" 1 "70" 5 0 0 0 0 0 0 0 620 0 0 0 0 0 0 1 "को" 0 8766 25348 11 106 2 2 3 0 1
"29010" 3 "hnd1" "66" "Hindi" 1 "70" 6 186 1 0 348 348 348 348 968 0 0 0 0 0 348 3 "बखूबी" 0.5 4 4 3 NA 5 2 6 0 1
"29011" 3 "hnd1" "66" "Hindi" 1 "70" 7 204 1 204 204 204 204 204 1172 0 0 0 0 0 204 3 "जानते" 0.5 22 197 1 1 5 2 6 6 0
"29012" 3 "hnd1" "66" "Hindi" 1 "70" 8 0 0 0 0 0 0 0 1172 0 0 0 0 0 0 1 "हैं" 1 3449 14482 14 29 3 2 6 0 0
"29013" 3 "hnd1" "66" "Hindi" 1 "70" 9 590 1 590 590 590 590 590 1762 0 0 0 0 0 590 4 "इसलिए" 1 194 182 1 9 5 2 9 0 1
"29014" 3 "hnd1" "66" "Hindi" 1 "70" 10 0 0 0 0 0 0 0 1762 0 0 0 0 0 0 2 "कई" 0 447 449 1 1 2 2 10 0 2
"29015" 3 "hnd1" "66" "Hindi" 1 "70" 11 198 1 198 198 198 198 198 1960 0 0 0 0 0 198 2 "बार" 0 334 334 30 30 3 2 10 0 1
"29016" 3 "hnd1" "66" "Hindi" 1 "70" 12 0 0 188 188 188 188 188 2148 0 0 0 0 0 188 3 "ध्यान" 0.5 128 132 1 1 5 2 12 0 1
"29017" 3 "hnd1" "66" "Hindi" 1 "70" 13 54 1 54 54 54 54 54 2202 0 0 0 0 0 54 2 "नहीं" 0.5 2830 NA 9 NA 4 2 13 0 1
"29018" 3 "hnd1" "66" "Hindi" 1 "70" 14 132 1 0 132 316 316 504 2706 184 184 0 1 1 184 2 "देते" 1 180 3918 6 NA 4 2 13 3 0
"29019" 3 "hnd1" "66" "Hindi" 1 "70" 15 0 0 0 0 0 0 0 2706 0 0 0 0 0 0 1 "हैं" 1 3449 14482 35 604 3 2 13 0 0
"29020" 3 "hnd1" "66" "Hindi" 1 "70" 16 0 0 0 0 0 0 0 2706 0 0 0 0 0 0 1 "।" 0 19415 18846 2296 8730 1 2 13 0 0
"29021" 3 "hnd1" "67" "Hindi" 1 "71" 1 0 0 382 382 382 382 382 382 0 0 0 0 0 382 2 "दिल्ली" 2.5 505 507 NA NA 6 2 1 0 1
"29022" 3 "hnd1" "67" "Hindi" 1 "71" 2 148 1 0 298 298 412 298 680 114 0 114 0 1 114 3 "मीडिया" 1 100 100 NA NA 6 2 2 0 1
"29023" 3 "hnd1" "67" "Hindi" 1 "71" 3 0 0 0 0 0 0 0 680 0 0 0 0 0 0 1 "का" 0 5500 25348 3 17 2 2 2 0 2
"29024" 3 "hnd1" "67" "Hindi" 1 "71" 4 216 1 0 788 788 788 1284 1964 0 0 0 1 1 788 7 "मक्का-मदीना" 0.5 NA NA NA NA 11 2 2 1 1
"29025" 3 "hnd1" "67" "Hindi" 1 "71" 5 0 0 0 0 0 0 0 1964 0 0 0 0 0 0 1 "है" 0.5 10733 14482 NA NA 2 2 5 3 0
"29026" 3 "hnd1" "67" "Hindi" 1 "71" 6 0 0 0 0 0 0 0 1964 0 0 0 0 0 0 1 "।" 0 19415 18846 6561 8730 1 2 5 0 0
"29027" 3 "hnd1" "68" "Hindi" 1 "72" 1 148 1 0 148 148 550 148 148 402 0 402 0 0 402 4 "इसलिए" 1 194 182 NA NA 5 2 1 0 1
"29028" 3 "hnd1" "68" "Hindi" 1 "72" 2 0 0 426 426 426 426 426 574 0 0 0 0 0 426 2 "यहां" 0.5 319 566 2 3 4 2 2 0 1
"29029" 3 "hnd1" "68" "Hindi" 1 "72" 3 294 1 294 294 294 294 1122 1696 0 0 0 1 1 294 2 "चोरी" 0 26 26 1 1 4 2 3 0 1
"29030" 3 "hnd1" "68" "Hindi" 1 "72" 4 456 1 456 456 456 456 456 2152 0 0 0 0 0 456 4 "उछालने" 0.5 1 18 1 1 6 2 4 1 1
"29031" 3 "hnd1" "68" "Hindi" 1 "72" 5 0 0 0 0 0 0 0 2152 0 0 0 0 0 0 2 "पर" 0 5002 7193 1 NA 2 2 4 0 1
"29032" 3 "hnd1" "68" "Hindi" 1 "72" 6 304 1 304 304 304 304 304 2456 0 0 0 0 0 304 2 "इस" 0 3071 8126 31 182 2 2 6 0 2
"29033" 3 "hnd1" "68" "Hindi" 1 "72" 7 0 0 0 0 0 0 0 2456 0 0 0 0 0 0 2 "बात" 0 616 672 181 235 3 2 6 0 1
"29034" 3 "hnd1" "68" "Hindi" 1 "72" 8 148 1 148 148 148 148 148 2604 0 0 0 0 0 148 1 "की" 0 11321 25348 83 106 2 2 6 0 2
"29035" 3 "hnd1" "68" "Hindi" 1 "72" 9 152 1 0 224 224 224 224 2828 0 0 0 0 0 224 3 "गारंटी" 0.5 19 19 3 3 6 2 6 1 1
"29036" 3 "hnd1" "68" "Hindi" 1 "72" 10 0 0 0 0 0 0 0 2828 0 0 0 0 0 0 1 "तो" 0 1349 1349 1 1 2 2 6 0 1
"29037" 3 "hnd1" "68" "Hindi" 1 "72" 11 116 1 0 116 116 258 116 2944 142 0 142 0 0 142 3 "रहती" 0 46 3304 1 2 4 2 11 6 0
"29038" 3 "hnd1" "68" "Hindi" 1 "72" 12 0 0 0 0 0 0 0 2944 0 0 0 0 0 0 1 "ही" 0 1862 1863 1 1 2 2 11 0 0
"29039" 3 "hnd1" "68" "Hindi" 1 "72" 13 150 1 150 150 150 150 150 3094 0 0 0 0 0 150 1 "है" 0.5 10733 14482 29 39 2 2 11 0 0
"29040" 3 "hnd1" "68" "Hindi" 1 "72" 14 0 0 0 0 0 0 0 3094 0 0 0 0 0 0 1 "कि" 1 6478 25348 1852 1 2 2 14 0 1
"29041" 3 "hnd1" "68" "Hindi" 1 "72" 15 108 1 0 108 402 402 544 3638 294 294 0 1 1 294 2 "माल" 0 12 13 1 NA 3 2 15 0 1
"29042" 3 "hnd1" "68" "Hindi" 1 "72" 16 184 1 0 370 370 370 370 4008 0 0 0 0 0 370 2 "भले" 0.5 58 35 1 NA 3 2 16 0 1
"29043" 3 "hnd1" "68" "Hindi" 1 "72" 17 0 0 0 0 0 0 0 4008 0 0 0 0 0 0 1 "न" 0 424 2829 1 NA 1 2 16 0 1
"29044" 3 "hnd1" "68" "Hindi" 1 "72" 18 126 1 0 242 242 242 242 4250 0 0 0 0 0 242 2 "बिके" 1.5 2 8 1 NA 4 2 16 2 0
"29045" 3 "hnd1" "68" "Hindi" 1 "72" 19 170 1 170 170 170 170 170 4420 0 0 0 0 0 170 3 "लेकिन" 1.5 859 859 1 1 5 2 19 0 1
"29046" 3 "hnd1" "68" "Hindi" 1 "72" 20 312 1 312 312 312 312 312 4732 0 0 0 0 0 312 5 "पब्लिसिटी" 3.5 2 2 1 1 9 2 20 0 1
"29047" 3 "hnd1" "68" "Hindi" 1 "72" 21 460 1 460 460 460 460 460 5192 0 0 0 0 0 460 2 "और" 0 5122 5122 1 1 2 2 21 0 2
"29048" 3 "hnd1" "68" "Hindi" 1 "72" 22 0 0 0 0 0 0 0 5192 0 0 0 0 0 0 2 "देर" 0.5 103 103 1 1 3 2 22 0 2
"29049" 3 "hnd1" "68" "Hindi" 1 "72" 23 0 0 0 0 0 0 0 5192 0 0 0 0 0 0 2 "रात" 0 177 182 33 33 3 2 23 0 1
"29050" 3 "hnd1" "68" "Hindi" 1 "72" 24 242 1 242 242 242 242 242 5434 0 0 0 0 0 242 1 "की" 0 11321 25348 3 13 2 2 23 0 2
"29051" 3 "hnd1" "68" "Hindi" 1 "72" 25 282 1 282 282 282 282 282 5716 0 0 0 0 0 282 3 "पार्टियों" 3.5 45 718 2 15 9 2 23 1 1
"29052" 3 "hnd1" "68" "Hindi" 1 "72" 26 0 0 0 0 0 0 0 5716 0 0 0 0 0 0 1 "में" 1 12692 25348 1 238 3 2 23 0 1
"29053" 3 "hnd1" "68" "Hindi" 1 "72" 27 204 1 204 204 204 204 204 5920 0 0 0 0 0 204 2 "चर्चा" 2 139 347 12 76 5 2 27 0 1
"29054" 3 "hnd1" "68" "Hindi" 1 "72" 28 0 0 270 270 270 270 270 6190 0 0 0 0 0 270 1 "तो" 0 1349 1349 1 NA 2 2 27 0 1
"29055" 3 "hnd1" "68" "Hindi" 1 "72" 29 60 1 60 60 60 60 330 6520 0 0 0 1 1 60 2 "होगी" 0 232 5915 3 27 4 2 29 9 0
"29056" 3 "hnd1" "68" "Hindi" 1 "72" 30 0 0 0 0 0 0 0 6520 0 0 0 0 0 0 1 "।" 0 19415 18846 159 886 1 2 29 0 0
"29057" 3 "hnd1" "69" "Hindi" 1 "73" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 "जैसा" 0.5 43 1184 NA NA 4 2 1 0 1
"29058" 3 "hnd1" "69" "Hindi" 1 "73" 2 180 1 180 180 180 180 180 180 0 0 0 0 0 180 1 "कि" 1 6478 25348 10 NA 2 2 1 0 1
"29059" 3 "hnd1" "69" "Hindi" 1 "73" 3 264 1 264 264 264 264 264 444 0 0 0 0 0 264 5 "डिजाइनर" 1 16 21 1 1 7 2 3 0 1
"29060" 3 "hnd1" "69" "Hindi" 1 "73" 4 520 1 0 520 520 918 520 964 398 0 398 0 0 398 4 "स्वप्न" 1 4 4 1 1 6 2 4 0 1
"29061" 3 "hnd1" "69" "Hindi" 1 "73" 5 140 1 0 266 266 266 664 1628 0 0 0 1 1 266 2 "सीमा" 0 185 200 1 1 4 2 4 0 1
"29062" 3 "hnd1" "69" "Hindi" 1 "73" 6 476 1 476 476 476 476 476 2104 0 0 0 0 0 476 3 "कहती" 0 11 3906 1 1 4 2 6 0 0
"29063" 3 "hnd1" "69" "Hindi" 1 "73" 7 0 0 0 0 0 0 0 2104 0 0 0 0 0 0 1 "हैं" 1 3449 14482 5 686 3 2 6 0 0
"29064" 3 "hnd1" "69" "Hindi" 1 "73" 8 0 0 0 0 0 0 0 2104 0 0 0 0 0 0 1 "कि" 1 6478 25348 220 1 2 2 8 0 1
"29065" 3 "hnd1" "69" "Hindi" 1 "73" 9 172 1 172 172 172 172 172 2276 0 0 0 0 0 172 3 "अगर" 0 165 165 67 2 3 2 9 0 2
"29066" 3 "hnd1" "69" "Hindi" 1 "73" 10 172 1 172 172 172 172 172 2448 0 0 0 0 0 172 3 "हमारे" 0.5 103 643 1 3 5 2 10 0 3
"29067" 3 "hnd1" "69" "Hindi" 1 "73" 11 192 1 0 192 192 294 192 2640 102 0 102 0 0 102 4 "डिजाइन" 1 13 16 1 1 6 2 10 0 2
"29068" 3 "hnd1" "69" "Hindi" 1 "73" 12 0 0 0 0 0 0 0 2640 0 0 0 0 0 0 1 "की" 0 11321 25348 2 4 2 2 10 0 3
"29069" 3 "hnd1" "69" "Hindi" 1 "73" 13 146 1 146 146 146 146 248 2888 0 0 0 1 1 146 2 "कॉपी" 0.5 4 4 2 2 4 2 14 1 2
"29070" 3 "hnd1" "69" "Hindi" 1 "73" 14 178 1 178 178 178 178 178 3066 0 0 0 0 0 178 2 "नहीं" 0.5 2830 NA 1 NA 4 2 14 0 2
"29071" 3 "hnd1" "69" "Hindi" 1 "73" 15 158 1 158 158 158 158 158 3224 0 0 0 0 0 158 2 "होती" 0 126 5915 14 NA 4 2 14 1 1
"29072" 3 "hnd1" "69" "Hindi" 1 "73" 16 0 0 0 0 0 0 0 3224 0 0 0 0 0 0 1 "है" 0.5 10733 14482 68 603 2 2 14 0 1
"29073" 3 "hnd1" "69" "Hindi" 1 "73" 17 0 0 0 0 0 0 0 3224 0 0 0 0 0 0 1 "तो" 0 1349 1349 139 214 2 2 17 0 1
"29074" 3 "hnd1" "69" "Hindi" 1 "73" 18 334 1 334 334 334 334 334 3558 0 0 0 0 0 334 3 "लगता" 0 56 595 4 2 4 2 18 0 0
"29075" 3 "hnd1" "69" "Hindi" 1 "73" 19 0 0 0 0 0 0 0 3558 0 0 0 0 0 0 1 "है" 0.5 10733 14482 47 70 2 2 18 0 0
"29076" 3 "hnd1" "69" "Hindi" 1 "73" 20 0 0 0 0 0 0 0 3558 0 0 0 0 0 0 1 "कि" 1 6478 25348 1852 1 2 2 20 0 1
"29077" 3 "hnd1" "69" "Hindi" 1 "73" 21 164 1 164 164 164 164 164 3722 0 0 0 0 0 164 2 "कहीं" 0.5 34 3906 4 303 4 2 21 0 1
"29078" 3 "hnd1" "69" "Hindi" 1 "73" 22 224 1 0 302 302 302 302 4024 0 0 0 0 0 302 2 "कुछ" 0.5 698 1337 1 1 3 2 22 0 2
"29079" 3 "hnd1" "69" "Hindi" 1 "73" 23 0 0 0 0 0 0 0 4024 0 0 0 0 0 0 4 "गड़बड़" 0 1 1 1 NA 4 2 22 0 1
"29080" 3 "hnd1" "69" "Hindi" 1 "73" 24 84 1 84 84 84 84 84 4108 0 0 0 0 0 84 1 "है" 0.5 10733 14482 1 1 2 2 24 2 0
"29081" 3 "hnd1" "69" "Hindi" 1 "73" 25 0 0 0 0 0 0 0 4108 0 0 0 0 0 0 1 "।" 0 19415 18846 6561 8730 1 2 24 0 0
"29082" 3 "hnd1" "70" "Hindi" 1 "74" 1 168 1 0 168 168 604 168 168 436 0 436 0 0 436 4 "नकलची" 0 2 2 NA NA 5 2 1 0 1
"29083" 3 "hnd1" "70" "Hindi" 1 "74" 2 0 0 0 0 0 0 0 168 0 0 0 0 0 0 1 "या" 0 347 347 1 1 2 2 2 0 2
"29084" 3 "hnd1" "70" "Hindi" 1 "74" 3 242 1 0 242 510 510 946 1114 268 268 0 1 1 268 2 "चोर" 0 7 7 1 1 3 2 3 0 1
"29085" 3 "hnd1" "70" "Hindi" 1 "74" 4 142 1 142 142 142 142 142 1256 0 0 0 0 0 142 2 "इस" 0 3071 8126 1 1 2 2 4 0 2
"29086" 3 "hnd1" "70" "Hindi" 1 "74" 5 0 0 0 0 0 0 0 1256 0 0 0 0 0 0 2 "बात" 0 616 672 181 235 3 2 4 0 1
"29087" 3 "hnd1" "70" "Hindi" 1 "74" 6 166 1 166 166 166 166 166 1422 0 0 0 0 0 166 1 "का" 0 5500 25348 43 106 2 2 4 0 2
"29088" 3 "hnd1" "70" "Hindi" 1 "74" 7 156 1 156 156 156 156 156 1578 0 0 0 0 0 156 3 "फायदा" 0 45 56 9 13 5 2 4 1 1
"29089" 3 "hnd1" "70" "Hindi" 1 "74" 8 0 0 0 0 0 0 0 1578 0 0 0 0 0 0 2 "उठा" 0 46 249 6 16 3 2 8 4 0
"29090" 3 "hnd1" "70" "Hindi" 1 "74" 9 178 1 178 178 178 178 178 1756 0 0 0 0 0 178 2 "रहे" 0.5 988 3304 4 7 3 2 8 0 0
"29091" 3 "hnd1" "70" "Hindi" 1 "74" 10 0 0 0 0 0 0 0 1756 0 0 0 0 0 0 1 "हैं" 1 3449 14482 502 1885 3 2 8 0 0
"29092" 3 "hnd1" "70" "Hindi" 1 "74" 11 0 0 0 0 0 0 0 1756 0 0 0 0 0 0 1 "कि" 1 6478 25348 220 1 2 2 11 0 1
"29093" 3 "hnd1" "70" "Hindi" 1 "74" 12 312 1 312 312 312 312 312 2068 0 0 0 0 0 312 5 "ज्यादातर" 0.5 29 29 2 3 8 2 12 0 2
"29094" 3 "hnd1" "70" "Hindi" 1 "74" 13 228 1 0 430 430 430 430 2498 0 0 0 0 0 430 5 "डिजाइनर" 1 16 21 1 1 7 2 12 0 1
"29095" 3 "hnd1" "70" "Hindi" 1 "74" 14 376 1 376 376 376 376 376 2874 0 0 0 0 0 376 3 "अपने" 0.5 826 1621 1 1 4 2 14 0 2
"29096" 3 "hnd1" "70" "Hindi" 1 "74" 15 154 1 154 154 154 154 154 3028 0 0 0 0 0 154 4 "डिजाइन" 1 13 16 1 1 6 2 14 0 1
"29097" 3 "hnd1" "70" "Hindi" 1 "74" 16 0 0 0 0 0 0 0 3028 0 0 0 0 0 0 1 "का" 0 5500 25348 1 4 2 2 14 0 2
"29098" 3 "hnd1" "70" "Hindi" 1 "74" 17 0 0 152 152 152 152 152 3180 0 0 0 0 0 152 3 "पेटेंट" 1.5 2 2 1 1 6 2 14 1 1
"29099" 3 "hnd1" "70" "Hindi" 1 "74" 18 152 1 152 152 152 152 304 3484 0 0 0 1 1 152 1 "या" 0 347 347 1 1 2 2 14 0 2
"29100" 3 "hnd1" "70" "Hindi" 1 "74" 19 190 1 0 386 386 386 386 3870 0 0 0 0 0 386 5 "कॉपीराइट" 0.5 3 2 1 1 8 2 14 3 1
"29101" 3 "hnd1" "70" "Hindi" 1 "74" 20 272 1 272 272 272 272 272 4142 0 0 0 0 0 272 2 "नहीं" 0.5 2830 NA 1 NA 4 2 20 0 1
"29102" 3 "hnd1" "70" "Hindi" 1 "74" 21 116 1 116 116 116 116 116 4258 0 0 0 0 0 116 3 "कराते" 0.5 5 420 1 NA 5 2 20 8 0
"29103" 3 "hnd1" "70" "Hindi" 1 "74" 22 0 0 0 0 0 0 0 4258 0 0 0 0 0 0 1 "।" 0 19415 18846 1 46 1 2 20 0 0
"29104" 3 "hnd1" "71" "Hindi" 1 "75" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 "डिजाइनर" 1 16 21 NA NA 7 2 1 0 1
"29105" 3 "hnd1" "71" "Hindi" 1 "75" 2 358 1 358 358 358 358 358 358 0 0 0 0 0 358 3 "वेंडेल" 1.5 1 1 1 1 6 2 2 0 1
"29106" 3 "hnd1" "71" "Hindi" 1 "75" 3 192 1 0 456 456 456 456 814 0 0 0 0 0 456 4 "रॅड्रिक्स" 4.5 1 1 1 1 9 2 2 0 1
"29107" 3 "hnd1" "71" "Hindi" 1 "75" 4 0 0 0 0 0 0 0 814 0 0 0 0 0 0 1 "का" 0 5500 25348 1 1 2 2 2 0 2
"29108" 3 "hnd1" "71" "Hindi" 1 "75" 5 266 1 266 266 266 266 266 1080 0 0 0 0 0 266 3 "कहना" 0 394 3906 293 303 4 2 2 1 1
"29109" 3 "hnd1" "71" "Hindi" 1 "75" 6 0 0 0 0 0 0 0 1080 0 0 0 0 0 0 1 "है" 0.5 10733 14482 329 686 2 2 6 0 0
"29110" 3 "hnd1" "71" "Hindi" 1 "75" 7 0 0 0 0 0 0 0 1080 0 0 0 0 0 0 1 "कि" 1 6478 25348 1852 1 2 2 7 0 1
"29111" 3 "hnd1" "71" "Hindi" 1 "75" 8 154 1 154 154 154 154 154 1234 0 0 0 0 0 154 2 "हम" 0 264 643 80 9 2 2 8 0 1
"29112" 3 "hnd1" "71" "Hindi" 1 "75" 9 0 0 0 0 0 0 0 1234 0 0 0 0 0 0 3 "इतनी" 0 33 130 1 2 4 2 9 0 2
"29113" 3 "hnd1" "71" "Hindi" 1 "75" 10 150 1 0 470 470 470 470 1704 0 0 0 0 0 470 5 "मशक्कत" 0.5 3 3 1 1 6 2 9 0 1
"29114" 3 "hnd1" "71" "Hindi" 1 "75" 11 0 0 0 0 0 0 0 1704 0 0 0 0 0 0 2 "और" 0 5122 5122 1 1 2 2 11 0 2
"29115" 3 "hnd1" "71" "Hindi" 1 "75" 12 322 1 322 322 322 322 322 2026 0 0 0 0 0 322 2 "पैसा" 0.5 42 86 2 3 4 2 12 0 1
"29116" 3 "hnd1" "71" "Hindi" 1 "75" 13 0 0 0 0 0 0 0 2026 0 0 0 0 0 0 2 "खर्च" 1 84 86 3 3 4 2 14 0 1
"29117" 3 "hnd1" "71" "Hindi" 1 "75" 14 82 1 82 82 82 82 82 2108 0 0 0 0 0 82 3 "करके" 0.5 90 9800 2 36 4 2 14 8 1
"29118" 3 "hnd1" "71" "Hindi" 1 "75" 15 160 1 160 160 160 160 160 2268 0 0 0 0 0 160 2 "भला" 0 11 34 1 1 3 2 15 0 1
"29119" 3 "hnd1" "71" "Hindi" 1 "75" 16 174 1 174 174 174 174 174 2442 0 0 0 0 0 174 3 "अपने" 0.5 826 1621 1 1 4 2 16 0 2
"29120" 3 "hnd1" "71" "Hindi" 1 "75" 17 116 1 116 116 116 116 116 2558 0 0 0 0 0 116 3 "कितने" 1.5 22 58 1 1 5 2 16 0 2
"29121" 3 "hnd1" "71" "Hindi" 1 "75" 18 274 1 274 274 274 274 274 2832 0 0 0 0 0 274 4 "डिजाइन" 1 13 16 1 1 6 2 16 1 1
"29122" 3 "hnd1" "71" "Hindi" 1 "75" 19 374 1 374 374 374 374 374 3206 0 0 0 0 0 374 5 "कॉपीराइट" 0.5 3 2 1 1 8 2 20 0 1
"29123" 3 "hnd1" "71" "Hindi" 1 "75" 20 0 0 150 150 150 150 150 3356 0 0 0 0 0 150 2 "करा" 0 61 9800 1 NA 3 2 20 1 0
"29124" 3 "hnd1" "71" "Hindi" 1 "75" 21 170 1 0 170 500 500 650 4006 330 330 0 1 1 330 3 "सकते" 0.5 234 1070 2 166 4 2 20 0 0
"29125" 3 "hnd1" "71" "Hindi" 1 "75" 22 0 0 0 0 0 0 0 4006 0 0 0 0 0 0 1 "हैं" 1 3449 14482 185 666 3 2 20 0 0
"29126" 3 "hnd1" "71" "Hindi" 1 "75" 23 0 0 0 0 0 0 0 4006 0 0 0 0 0 0 1 "।" 0 19415 18846 2296 8730 1 2 20 0 0
"29127" 3 "hnd1" "72" "Hindi" 1 "76" 1 144 1 144 144 144 144 144 144 0 0 0 0 0 144 4 "इसलिए" 1 194 182 NA NA 5 2 1 0 1
"29128" 3 "hnd1" "72" "Hindi" 1 "76" 2 0 0 156 156 156 156 156 300 0 0 0 0 0 156 2 "हम" 0 264 643 2 3 2 2 2 0 1
"29129" 3 "hnd1" "72" "Hindi" 1 "76" 3 330 1 330 330 330 330 486 786 0 0 0 1 1 330 2 "लोग" 0 400 1172 16 25 3 2 2 0 1
"29130" 3 "hnd1" "72" "Hindi" 1 "76" 4 0 0 0 0 0 0 0 786 0 0 0 0 0 0 2 "इस" 0 3071 8126 9 17 2 2 4 0 2
"29131" 3 "hnd1" "72" "Hindi" 1 "76" 5 338 1 338 338 338 338 338 1124 0 0 0 0 0 338 3 "पचड़े" 0.5 1 1 1 1 4 2 4 0 1
"29132" 3 "hnd1" "72" "Hindi" 1 "76" 6 238 1 238 238 238 238 238 1362 0 0 0 0 0 238 1 "में" 1 12692 25348 1 NA 3 2 4 0 1
